CA,7CHARGE,35,35,0,11,1
KS,EVGATEWAY,8,6,2,3,0.66666666666666663
CO,EVOKE,8,0,8,3,1
CA,EVPASSPORT,8,4,4,2,1
ME,Electrify America,8,8,0,2,1
MA,Enel X Way,8,4,4,2,1
CO,FCN,8,8,0,2,1
IN,FCN,8,8,0,2,1
IL,FLASH,8,0,8,2,1
TN,FLASH,8,0,8,1,1
UT,FLASH,8,0,8,1,1
WA,FLASH,8,0,8,1,1
ND,FORD_CHARGE,8,8,0,2,1
RI,FORD_CHARGE,8,8,0,2,0.5
OK,FORD_CHARGE,8,8,0,2,1
NE,FORD_CHARGE,8,8,0,4,1
LA,GRAVITI_ENERGY,8,0,8,2,1
NV,HYPERFUEL,8,8,0,1,1
OR,IONNA,8,8,0,1,1
CT,MERCEDES_BENZ,8,8,0,5,1
PA,NOODOE,8,0,8,4,1
LA,POWERFLEX,8,0,8,1,1
MO,RED_E,8,6,2,4,1
CO,RED_E,8,8,0,3,1
DE,RED_E,8,4,4,1,1
NE,SWTCH,8,0,8,4,1
VA,SWTCH,8,0,8,2,1
AK,TURNONGREEN,8,0,8,3,1
NC,TURNONGREEN,8,0,8,4,0.5
VA,UNIVERSAL,8,0,8,4,1
NM,VIALYNK,8,8,0,1,1
DC,VIALYNK,8,0,8,4,1
VA,ZEFNET,8,0,8,2,1
IL,ZEFNET,8,2,6,4,1
ND,eVgo Network,8,8,0,2,1
DE,eVgo Network,8,8,0,2,1
RI,eVgo Network,8,8,0,2,1
MN,ABM,9,0,9,1,1
NY,AMPED_UP,9,0,9,2,1
NE,AMPUP,9,0,9,6,1
MD,OpConnect,9,0,9,2,1
MA,RIVIAN_ADVENTURE,9,9,0,1,1
VA,RIVIAN_WAYPOINTS,9,0,9,4,1
AK,Tesla Destination,9,0,9,5,1
MO,UNIVERSAL,9,4,5,5,1
MS,AMPUP,10,0,10,4,1
ND,AMPUP,10,0,10,1,1
IN,CHARGELAB,10,0,10,4,1
MO,CHARGELAB,10,0,10,3,0.66666666666666663
CT,CHARGELAB,10,0,10,1,1
NV,EVOKE,10,0,10,1,1
DC,Electrify America,10,9,1,2,1
HI,FLASH,10,0,10,2,1
IL,FLO,10,0,10,3,1
DE,FLO,10,0,10,2,1
NM,FORD_CHARGE,10,10,0,3,1
LA,FORD_CHARGE,10,10,0,3,1
MN,IONNA,10,10,0,1,1
MO,IONNA,10,10,0,1,1
GA,IONNA,10,10,0,1,1
FL,IONNA,10,10,0,1,1
CO,IONNA,10,10,0,1,1
AZ,IONNA,10,10,0,1,1
CA,IONNA,10,10,0,1,1
IL,IONNA,10,10,0,1,1
FL,JULE,10,10,0,4,1
OK,LOOP,10,4,6,2,1
ID,LOOP,10,6,4,3,1
DC,LOOP,10,0,10,2,1
KY,MERCEDES_BENZ,10,10,0,5,1
MO,MERCEDES_BENZ,10,10,0,6,1
NC,MERCEDES_BENZ,10,10,0,6,1
MA,MERCEDES_BENZ,10,10,0,6,1
CO,MERCEDES_BENZ,10,10,0,6,1
CO,OpConnect,10,0,10,3,1
NC,OpConnect,10,0,10,4,0.5
SD,RED_E,10,4,6,4,1
IA,SHELL_RECHARGE,10,10,0,3,1
PA,STAY_N_CHARGE,10,0,10,3,1
NC,STAY_N_CHARGE,10,0,10,5,1
AZ,SWTCH,10,2,8,7,1
PA,VIALYNK,10,0,10,3,1
TX,ZEFNET,10,4,6,4,1
NE,eVgo Network,10,10,0,2,1
PA,ABM,12,4,8,1,1
KY,AMPUP,12,0,12,4,1
KY,BP_PULSE,12,12,0,3,1
MD,BP_PULSE,12,12,0,1,1
WA,CIRCLE_K,12,12,0,3,1
PA,EPIC_CHARGING,12,0,12,2,1
HI,EV Connect,12,8,4,3,1
OH,EVGATEWAY,12,4,8,4,1
OH,EVIUM,12,0,12,1,1
IL,EVXY,12,10,2,2,1
HI,Electrify America,12,12,0,3,1
MS,Electrify America,12,12,0,2,1
DE,Electrify America,12,12,0,2,1
WI,FCN,12,12,0,3,1
KS,FCN,12,8,4,2,1
AL,FCN,12,12,0,2,1
IL,FCN,12,12,0,3,1
PA,FCN,12,12,0,3,1
CO,FLO,12,0,12,2,1
GA,FLO,12,6,6,4,1
CO,FORD_CHARGE,12,12,0,3,1
AZ,FORD_CHARGE,12,12,0,4,1
MA,FORD_CHARGE,12,12,0,3,1
AZ,RED_E,12,12,0,4,1
FL,RED_E,12,6,6,2,1
TX,RED_E,12,8,4,5,1
CA,REVEL,12,12,0,1,1
MN,RIVIAN_ADVENTURE,12,12,0,1,1
ID,RIVIAN_ADVENTURE,12,12,0,2,1
OH,RIVIAN_ADVENTURE,12,12,0,2,1
KS,RIVIAN_ADVENTURE,12,12,0,2,1
MD,RIVIAN_ADVENTURE,12,12,0,2,1
ME,RIVIAN_ADVENTURE,12,12,0,2,1
CA,ROVE,12,12,0,1,1
IN,SHELL_RECHARGE,12,0,12,5,1
MO,STAY_N_CHARGE,12,0,12,3,1
NH,SWTCH,12,0,12,2,1
ND,Tesla Destination,12,0,12,3,1
CA,UNIVERSAL,12,0,12,2,1
NY,ZEFNET,12,10,2,4,1
IA,ZEFNET,12,0,12,6,1
IA,eVgo Network,12,12,0,3,1
NH,eVgo Network,12,10,2,3,1
LA,eVgo Network,12,12,0,3,1
SC,AMPUP,13,3,10,7,1
WY,EV Connect,13,9,4,7,1
TX,EVBOLT,13,2,11,9,1
MT,EVGATEWAY,13,1,12,4,1
WI,EVGATEWAY,13,4,9,6,1
MD,FLO,13,0,13,2,1
TN,NOODOE,13,0,13,3,1
WV,RED_E,13,10,3,3,1
NV,RED_E,13,8,5,2,1
IL,RIVIAN_WAYPOINTS,13,0,13,3,1
KS,STAY_N_CHARGE,13,0,13,4,1
DE,Tesla Destination,13,0,13,7,1
GA,VIALYNK,13,0,13,3,0.33333333333333331
TX,7CHARGE,14,14,0,4,1
MA,AMPED_UP,14,0,14,2,1
PA,AUTEL,14,0,14,4,1
TX,CHAEVI,14,14,0,6,1
AL,CHARGELAB,14,4,10,4,1
IL,CHARGEUP,14,0,14,2,1
MT,EV Connect,14,14,0,5,1
MI,EVGATEWAY,14,12,2,5,1
TX,FLO,14,0,14,6,1
AL,FORD_CHARGE,14,14,0,3,1
MD,FORD_CHARGE,14,14,0,4,1
HI,LOOP,14,0,14,4,1
IN,LOOP,14,4,10,4,1
VA,NOODOE,14,2,12,2,1
GA,OpConnect,14,0,14,4,1
CA,RED_E,14,8,6,3,1
NH,SHELL_RECHARGE,14,4,10,7,1
IN,TURNONGREEN,14,0,14,7,1
WA,TURNONGREEN,14,0,14,3,1
SC,TURNONGREEN,14,0,14,1,1
SC,VIALYNK,14,0,14,7,0.8571428571428571
CO,7CHARGE,15,15,0,5,1
OR,AMPUP,15,0,15,12,1
AR,AUTEL,15,6,9,2,1
AZ,CHARGELAB,15,0,15,5,0.8
DE,EV Connect,15,7,8,5,1
WI,RED_E,15,8,7,6,1
IA,RED_E,15,14,1,6,0.83333333333333337
FL,RIVIAN_ADVENTURE,15,15,0,2,1
MI,RIVIAN_WAYPOINTS,15,0,15,9,1
FL,TURNONGREEN,15,0,15,4,0.75
UT,AMPUP,16,0,16,5,1
TX,CHARGELAB,16,5,11,6,0.66666666666666663
NH,CHARGEUP,16,0,16,2,0
AZ,CIRCLE_K,16,16,0,4,1
OR,ELECTRIC_ERA,16,16,0,3,1
IN,EVGATEWAY,16,0,16,4,1
CO,EVMATCH,16,0,16,6,1
UT,EVRANGE,16,0,16,4,0.75
FL,FCN,16,8,8,3,1
MN,FLO,16,0,16,7,1
MS,FORD_CHARGE,16,16,0,4,1
AZ,HYPERFUEL,16,16,0,2,0
NE,Non-Networked,16,3,13,13,1
CT,OpConnect,16,0,16,4,1
IL,RIVIAN_ADVENTURE,16,16,0,2,1
LA,SHELL_RECHARGE,16,6,10,6,1
MS,VIALYNK,16,8,8,4,1
KY,VIALYNK,16,0,16,5,0.8
MS,eVgo Network,16,16,0,4,1
ID,eVgo Network,16,16,0,4,1
WY,eVgo Network,16,16,0,4,1
NV,eVgo Network,16,16,0,5,1
AR,eVgo Network,16,16,0,4,1
FL,ABM,17,7,10,5,1
RI,Blink Network,17,0,17,6,0.83333333333333337
AL,EV Connect,17,12,5,11,0.90909090909090906
VT,EVMATCH,17,0,17,7,1
VA,MERCEDES_BENZ,17,17,0,10,1
ID,NOODOE,17,0,17,7,1
NV,OpConnect,17,0,17,6,0.83333333333333337
WA,POWERFLEX,17,0,17,3,1
AR,RED_E,17,10,7,3,1
MN,SHELL_RECHARGE,17,5,12,10,1
NV,SWTCH,17,0,17,4,1
HI,AMPUP,18,0,18,7,1
SD,EV Connect,18,14,4,4,1
LA,EV Connect,18,13,5,10,0.9
MS,EV Connect,18,17,1,11,0.90909090909090906
MO,EVGATEWAY,18,4,14,4,0.5
IL,EVOKE,18,0,18,2,1
KS,FORD_CHARGE,18,18,0,5,1
NJ,FORD_CHARGE,18,18,0,6,1
NH,FORD_CHARGE,18,18,0,4,1
OR,FORD_CHARGE,18,18,0,5,1
KY,LOOP,18,0,18,3,1
WA,NOODOE,18,2,16,6,1
MT,RIVIAN_ADVENTURE,18,18,0,3,1
LA,RIVIAN_ADVENTURE,18,18,0,3,1
TN,SHELL_RECHARGE,18,6,12,8,1
NC,UNIVERSAL,18,8,10,9,1
WY,Blink Network,19,0,19,7,1
AK,Blink Network,19,6,13,3,1
CO,CHARGELAB,19,0,19,5,1
WA,EVGATEWAY,19,2,17,5,0.8
AZ,EVMATCH,19,0,19,3,1
CT,EVOKE,19,0,19,5,1
NV,RIVIAN_WAYPOINTS,19,0,19,7,1
ME,eVgo Network,19,9,10,6,1
MA,BP_PULSE,20,20,0,1,1
LA,CHARGELAB,20,0,20,10,1
DC,EV Connect,20,0,20,7,1
UT,EVPOWER,20,20,0,5,1
KS,Electrify America,20,20,0,5,1
ME,FLO,20,0,20,8,1
CA,FORD_CHARGE,20,20,0,5,1
PA,IONNA,20,20,0,2,1
MD,LOOP,20,0,20,4,1
OR,NOODOE,20,0,20,7,1
OH,POWERFLEX,20,0,20,1,1
LA,RED_E,20,13,7,6,0.83333333333333337
DC,SHELL_RECHARGE,20,0,20,9,1
WA,SWTCH,20,0,20,3,1
AK,Tesla,20,20,0,3,1
NE,Tesla Destination,20,0,20,9,1
SD,Blink Network,21,4,17,10,0.8
PA,CHARGELAB,21,0,21,8,0.625
ID,EV Connect,21,6,15,8,0.875
SC,EVGATEWAY,21,8,13,7,0.7142857142857143
CA,FLITWAY,21,13,8,4,1
OH,NOODOE,21,4,17,5,1
VT,NOODOE,21,0,21,10,1
OR,RIVIAN_WAYPOINTS,21,0,21,9,1
TX,SWTCH,21,11,10,6,1
TN,SWTCH,21,0,21,9,0.88888888888888884
KS,eVgo Network,21,21,0,5,1
AK,ChargePoint Network,22,2,20,12,0.83333333333333337
WA,ELECTRIC_ERA,22,22,0,4,1
NH,EV Connect,22,8,14,8,0.875
WV,EV Connect,22,13,9,13,0.76923076923076927
VT,EV Connect,22,10,12,7,0.8571428571428571
CT,EVIUM,22,0,22,1,1
CA,Enel X Way,22,0,22,4,0.75
KY,FORD_CHARGE,22,22,0,5,1
ME,FORD_CHARGE,22,22,0,6,1
MI,OpConnect,22,0,22,16,1
PA,OpConnect,22,0,22,5,1
NY,RIVIAN_ADVENTURE,22,22,0,3,1
WI,eVgo Network,22,22,0,5,1
CT,eVgo Network,22,22,0,8,0.875
MN,eVgo Network,22,22,0,5,1
GA,CHARGELAB,23,2,21,7,1
CO,CIRCLE_K,23,23,0,7,1
VT,FLO,23,20,3,16,1
UT,LOOP,23,0,23,7,1
NC,SHELL_RECHARGE,23,10,13,9,1
GA,STAY_N_CHARGE,23,0,23,10,1
WA,ABM,24,0,24,6,1
TN,AMPUP,24,0,24,8,1
TX,BP_PULSE,24,24,0,1,1
ND,Blink Network,24,12,12,8,0.875
FL,CHARGELAB,24,0,24,8,0.875
OK,EV Connect,24,23,1,14,0.9285714285714286
TN,EV Connect,24,22,2,12,1
AK,EVGATEWAY,24,16,8,4,1
NJ,EVIUM,24,6,18,5,1
AR,Electrify America,24,24,0,5,0.8
ND,Electrify America,24,24,0,4,1
ID,Electrify America,24,24,0,6,1
OH,FCN,24,24,0,6,1
RI,FLASH,24,0,24,3,1
IN,FLO,24,0,24,11,1
IN,FORD_CHARGE,24,24,0,7,1
NY,GRAVITY_CHARGING_CENTER,24,24,0,1,1
WI,KWIK_CHARGE,24,24,0,6,1
LA,LOOP,24,0,24,6,1
SD,Non-Networked,24,6,18,15,0.93333333333333335
OH,UNIVERSAL,24,24,0,4,1
NC,VIALYNK,24,0,24,11,0.18181818181818182
CO,VIALYNK,24,0,24,6,0.66666666666666663
UT,eVgo Network,24,23,1,6,1
MS,Blink Network,26,12,14,9,1
TX,CIRCLE_K,26,26,0,7,1
ME,EVIUM,26,0,26,2,1
FL,EVOKE,26,0,26,5,1
LA,Electrify America,26,26,0,5,1
WY,Electrify America,26,26,0,6,1
SC,Electrify America,26,26,0,6,1
SD,Electrify America,26,26,0,5,1
NH,Electrify America,26,26,0,6,1
NE,Electrify America,26,26,0,6,1
TX,FCN,26,20,6,5,1
MN,FLASH,26,0,26,4,1
MO,FORD_CHARGE,26,26,0,8,1
UT,NOODOE,26,0,26,6,1
TN,OpConnect,26,0,26,4,1
IN,RED_E,26,14,12,12,0.91666666666666663
PA,RIVIAN_ADVENTURE,26,26,0,4,1
AR,STAY_N_CHARGE,26,0,26,13,0.92307692307692313
NM,eVgo Network,26,26,0,6,1
NV,AUTEL,28,20,8,1,1
WA,BP_PULSE,28,28,0,6,1
MT,Blink Network,28,8,20,11,0.90909090909090906
CA,CHARGENET,28,28,0,4,1
IL,CIRCLE_K,28,28,0,7,1
FL,CIRCLE_K,28,28,0,7,1
AR,EV Connect,28,22,6,12,0.91666666666666663
KS,EV Connect,28,22,6,10,0.9
KY,Electrify America,28,28,0,6,1
IA,Electrify America,28,28,0,6,1
PA,FORD_CHARGE,28,28,0,9,1
GA,MERCEDES_BENZ,28,28,0,16,1
VA,OpConnect,28,2,26,5,0.4
ME,RED_E,28,0,28,5,1
PR,SWTCH,28,0,28,12,1
OR,ZEFNET,28,4,24,11,1
OK,eVgo Network,28,28,0,7,0.8571428571428571
CO,AUTEL,30,0,30,2,1
MA,CHARGESMART_EV,30,24,6,4,1
ME,EVGATEWAY,30,0,30,7,0.8571428571428571
KY,FLO,30,0,30,5,1
KS,IONNA,30,30,0,3,1
OR,LOOP,30,0,30,5,1
TN,MERCEDES_BENZ,30,30,0,18,1
MO,NOODOE,30,4,26,5,1
MN,OpConnect,30,0,30,6,1
OH,RED_E,30,20,10,6,1
WA,RED_E,30,12,18,6,1
TX,RIVIAN_ADVENTURE,30,30,0,5,1
AL,eVgo Network,30,30,0,7,1
IA,AMPUP,31,0,31,5,1
ME,EV Connect,31,14,17,15,0.93333333333333335
IL,SWTCH,31,0,31,6,1
FL,SWTCH,31,1,30,10,1
TX,VIALYNK,31,0,31,10,0.6
IN,eVgo Network,31,29,2,8,1
GA,AUTEL,32,16,16,11,1
NC,CHARGELAB,32,8,24,8,1
GA,CIRCLE_K,32,32,0,8,1
AZ,EVGATEWAY,32,2,30,9,0.77777777777777779
MS,NOODOE,32,25,7,5,1
MA,OpConnect,32,0,32,3,0.33333333333333331
MI,SWTCH,32,0,32,5,1
RI,Tesla Destination,32,0,32,7,1
TN,ZEFNET,32,28,4,6,1
KY,eVgo Network,32,32,0,8,1
NH,AMPUP,34,0,34,16,1
OR,EV Connect,34,5,29,14,0.9285714285714286
OR,EVGATEWAY,34,26,8,4,0.75
MA,EVGATEWAY,34,2,32,9,1
TN,FORD_CHARGE,34,34,0,9,1
NY,OpConnect,34,0,34,4,1
NC,RED_E,34,12,22,6,1
SC,RED_E,34,22,12,6,1
MN,AMPUP,36,0,36,11,1
PA,CHARGESMART_EV,36,12,24,3,1
VA,EVGATEWAY,36,0,36,8,0.75
NV,EVGATEWAY,36,4,32,7,0.8571428571428571
IA,FORD_CHARGE,36,36,0,9,1
MN,FORD_CHARGE,36,36,0,12,1
AZ,NOODOE,36,0,36,7,1
FL,OBE_POWER,36,0,36,30,1
NC,RIVIAN_ADVENTURE,36,36,0,6,1
NV,SHELL_RECHARGE,36,6,30,6,0.83333333333333337
FL,STAY_N_CHARGE,36,0,36,12,1
UT,TURNONGREEN,36,0,36,2,1
DC,Tesla,36,36,0,4,1
PA,UNIVERSAL,36,0,36,10,1
OR,WATT_EV,36,36,0,1,0
TX,ABM,38,3,35,7,1
NJ,APPLEGREEN,38,38,0,8,1
SC,CIRCLE_K,38,38,0,10,1
IL,EVMATCH,38,0,38,10,1
AL,Electrify America,38,38,0,9,1
MT,Electrify America,38,38,0,8,1
GA,FORD_CHARGE,38,38,0,10,1
IL,LOOP,38,0,38,10,1
MD,NOODOE,38,0,38,5,1
UT,OpConnect,38,0,38,1,1
UT,POWERPUMP,38,6,32,6,1
OR,eVgo Network,38,38,0,10,1
WI,AMPUP,40,0,40,18,1
MA,AUTEL,40,30,10,12,1
MN,CIRCLE_K,40,40,0,10,1
CA,ELECTRIC_ERA,40,40,0,5,1
AR,EVGATEWAY,40,6,34,14,0.5
CT,Electrify America,40,40,0,7,1
DC,FLASH,40,0,40,12,1
AL,MERCEDES_BENZ,40,40,0,21,1
NV,EV Connect,42,16,26,13,0.84615384615384615
WA,FORD_CHARGE,42,42,0,10,1
NC,IONNA,42,42,0,4,1
VA,RIVIAN_ADVENTURE,42,42,0,7,1
CO,RIVIAN_ADVENTURE,42,42,0,7,1
WY,Tesla Destination,42,0,42,17,1
VA,AMPUP,46,0,46,13,1
WY,ChargePoint Network,46,6,40,28,1
TX,EVGATEWAY,46,6,40,8,0.875
WI,Electrify America,46,46,0,8,1
MD,FLASH,46,0,46,9,1
OH,FORD_CHARGE,46,46,0,12,1
FL,FORD_CHARGE,46,46,0,12,1
WI,OpConnect,46,0,46,2,0.5
GA,RIVIAN_WAYPOINTS,46,0,46,7,1
RI,SHELL_RECHARGE,46,18,28,19,1
PA,AMPUP,48,0,48,18,1
ME,AMPUP,48,0,48,16,1
MO,EV Connect,48,40,8,22,0.95454545454545459
VA,FORD_CHARGE,48,48,0,14,0.7857142857142857
OH,IONNA,48,48,0,5,1
AZ,RIVIAN_ADVENTURE,48,48,0,8,1
MI,RIVIAN_ADVENTURE,48,48,0,8,1
FL,SHELL_RECHARGE,48,7,41,18,1
RI,Tesla,48,48,0,6,1
MI,eVgo Network,48,48,0,12,1
NH,Blink Network,50,16,34,17,0.88235294117647056
PR,Blink Network,50,0,50,26,0.88461538461538458
OK,Electrify America,50,50,0,10,1
NC,FORD_CHARGE,50,50,0,14,0.9285714285714286
NC,NOODOE,50,0,50,5,1
AL,RED_E,50,20,30,7,1
NV,AMPUP,54,0,54,11,1
NC,CIRCLE_K,54,50,4,12,1
ND,ChargePoint Network,54,13,41,35,1
NM,Electrify America,54,54,0,11,1
TX,IONNA,54,54,0,6,1
SC,RIVIAN_WAYPOINTS,54,0,54,27,1
NJ,SWTCH,54,0,54,12,0.75
HI,Tesla,54,54,0,5,1
FL,7CHARGE,56,56,0,16,0.9375
FL,BP_PULSE,56,56,0,10,1
NJ,CHARGELAB,56,2,54,9,0.77777777777777779
MD,EV Connect,56,8,48,19,0.94736842105263153
WA,LOOP,56,0,56,8,1
MT,Non-Networked,56,0,56,29,0.93103448275862066
WA,AMPUP,57,0,57,14,1
IN,AMPUP,57,0,57,35,1
WI,EV Connect,57,45,12,23,0.95652173913043481
UT,EVGATEWAY,57,11,46,8,0.875
NM,RED_E,57,30,27,24,0.625
CO,RIVIAN_WAYPOINTS,57,0,57,26,1
IL,FORD_CHARGE,60,60,0,14,1
TN,LOOP,60,0,60,9,1
NY,NOODOE,60,6,54,14,0.9285714285714286
NY,POWERFLEX,60,0,60,1,1
OR,RIVIAN_ADVENTURE,60,60,0,10,1
ND,Tesla,60,60,0,7,1
CA,CHAEVI,64,58,6,10,1
WV,ChargePoint Network,64,14,50,41,1
PA,EVGATEWAY,64,10,54,15,0.93333333333333335
MI,FORD_CHARGE,64,64,0,18,0.94444444444444442
AZ,LOOP,64,0,64,18,1
PA,RED_E,64,20,44,11,1
HI,Tesla Destination,64,0,64,19,1
NY,APPLEGREEN,72,72,0,13,1
CT,EV Connect,72,15,57,22,0.90909090909090906
WI,FORD_CHARGE,72,72,0,18,1
FL,NOODOE,72,8,64,20,1
IL,RED_E,72,38,34,15,1
IA,Tesla Destination,72,0,72,25,1
WA,CHARGELAB,80,6,74,3,1
SC,EV Connect,80,71,9,40,0.95
CA,HYPERFUEL,80,80,0,10,0
GA,RED_E,80,46,34,15,1
NY,REVEL,80,80,0,6,1
WY,Tesla,80,80,0,12,1
MO,eVgo Network,80,80,0,25,1
MD,AMPUP,100,0,100,16,1
TX,FORD_CHARGE,100,100,0,26,1
VA,LOOP,100,2,98,10,1
IA,Non-Networked,100,9,91,67,0.9850746268656716
CT,SWTCH,100,22,78,23,0.95652173913043481
IL,UNIVERSAL,100,100,0,25,1
